order_item_id,order_id,product_id,quantity
8908,3976,16,5
10511,4718,126,1
8057,3609,37,4
3326,1495,144,1
8320,3719,93,1
7095,3186,137,5
10335,4634,8,4
9764,4378,132,1
3544,1600,42,5
8964,4004,57,2
9913,4444,142,6
6687,3015,149,9
2425,1092,22,1
208,96,43,2
2214,997,132,4
7816,3505,54,1
4747,2128,44,4
5049,2274,128,2
1616,741,11,5
2013,915,15,3
8703,3889,67,1
4920,2214,143,6
4843,2176,37,1
7263,3254,54,3
3442,1550,44,2
4621,2076,69,4
7631,3418,116,2
1117,502,133,6
7917,3545,95,3
10285,4610,125,1
8244,3690,142,1
7671,3437,48,3
8316,3717,71,5
10809,4866,110,3
7247,3248,44,3
5076,2287,43,1
411,184,121,1
3331,1497,36,3
3701,1675,81,5
564,255,29,1
1115,501,66,2
6932,3116,127,1
3913,1761,25,4
8137,3642,122,8
9526,4269,40,10
1786,813,11,6
4675,2098,27,1
7237,3244,93,1
10546,4732,70,1
2864,1292,90,6
1490,673,6,3
2159,971,80,1
1015,454,103,1
3847,1735,72,1
8455,3774,94,8
1638,750,107,1
7425,3322,54,2
8968,4006,56,4
96,43,76,6
7340,3284,105,7
7655,3430,124,2
741,332,9,5
6983,3136,142,6
5132,2314,109,6
9539,4276,86,3
10549,4734,54,3
3214,1446,50,2
823,374,23,2
3059,1379,53,2
8526,3803,40,1
4777,2144,101,2
6092,2735,113,5
135,62,123,1
10723,4820,5,5
6190,2786,148,4
647,288,73,1
5843,2621,103,1
9208,4116,141,1
1197,535,72,1
7541,3381,47,1
3959,1783,102,3
5119,2309,17,3
1636,749,73,2
1110,500,29,2
7411,3314,74,3
2261,1015,63,2
9254,4136,135,7
8818,3936,29,7
7255,3253,70,1
11018,4962,38,1
4371,1964,150,2
3717,1680,43,2
2191,985,117,7
7313,3274,87,2
95,42,72,1
6535,2953,78,3
3581,1617,140,1
1169,524,143,1
3934,1770,37,3
3974,1788,108,6
4433,1992,70,4
11174,5884,106,4
3898,1754,90,2
5878,2637,99,2
2437,1099,35,7
675,302,143,1
5460,2449,140,1
8606,3840,145,-1
7215,3235,69,2
5205,2341,98,2
6890,3094,88,1
4726,2121,78,1
10702,4810,105,1
7909,3541,110,1
10450,4688,107,6
10281,4609,103,3
7288,3264,70,3
10444,4684,130,5
5664,2539,130,3
2610,1180,5,2
6676,3009,122,6
8720,3894,143,2
21,12,84,5
8259,3695,49,1
2652,1202,73,1
7182,3223,111,2
10431,4677,37,1
9919,4447,144,1
9623,4312,14,4
9946,4459,84,2
7808,3503,88,3
8976,4011,18,3
10637,4781,25,1
3346,1505,144,2
165,75,101,2
326,148,27,4
988,444,98,1
5992,2688,42,2
10585,4754,31,1
7274,3258,138,1
3394,1525,19,1
9359,4185,27,4
5763,2588,13,3
9914,4445,33,9
9633,4318,90,4
2225,1002,70,4
3349,1507,9,2
8306,3714,35,1
5289,2376,111,3
468,211,99,3
2595,1171,104,2
2077,940,89,2
6047,2713,28,1
5348,2403,118,2
7696,3449,25,6
6127,2752,15,2
7961,3568,95,9
10563,4742,119,4
1585,724,93,2
10056,4507,29,1
1676,764,88,2
2740,1241,17,5
5418,2432,149,3
2459,1109,20,1
2228,1003,126,1
7060,3169,123,2
2892,1305,10,2
1475,665,107,3
7619,3415,147,3
1824,828,133,1
2272,1020,106,3
6960,3127,110,1
9750,4369,90,2
4488,2019,61,3
6598,2981,87,1
9193,4110,99,4
6313,2844,150,1
8090,3621,51,1
10095,4524,68,1
3456,1556,147,5
4046,1819,71,2
7032,3158,58,2
2101,948,135,3
1428,641,2,3
5021,2261,8,1
123,55,101,2
4972,2239,110,2
9881,4428,30,4
6774,3048,61,4
6180,2781,64,4
10223,4581,123,2
9928,4451,91,7
4802,2159,73,1
1379,618,139,2
6244,2811,16,1
9775,4382,48,3
5375,2413,11,1
3731,1684,55,6
10406,4665,147,3
9435,4224,56,1
6480,2927,67,4
4637,2083,108,1
10601,4765,57,1
6167,2774,24,2
9793,4390,109,1
8570,3824,91,4
8932,3989,80,2
4245,1910,114,5
5466,2450,29,2
3135,1412,98,2
5093,2296,116,5
1057,476,21,7
8622,3847,36,3
5700,2554,15,2
480,215,130,1
8313,3716,57,1
2804,1263,80,1
917,413,114,2
10799,4860,64,1
6994,3141,42,1
11195,5349,4,3
2206,992,63,1
4296,1929,26,1
450,202,110,2
1693,771,134,4
6837,3074,134,6
4713,2114,69,2
2355,1058,35,3
8172,3656,35,1
5465,2450,84,1
2955,1335,49,4
6621,2991,97,1
11204,5012,124,4
8390,3749,145,3
10425,4673,89,2
3757,1695,66,5
6130,2753,90,5
5975,2679,117,5
8951,3998,33,2
7442,3331,142,3
2151,968,44,2
8527,3803,3,6
6344,2859,49,6
4232,1904,34,6
5218,2346,56,1
8994,4019,64,2
9636,4320,117,5
1104,496,80,6
3869,1741,149,2
7797,3495,60,1
6634,2998,12,2
10636,4780,116,1
8959,4002,140,2
3144,1416,22,3
9044,4045,7,1
733,328,148,3
4422,1989,21,4
1708,776,150,5
2390,1075,61,4
9523,4268,112,4
7784,3489,136,1
